Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB114;Duvesjön;;307;320;13;47;50;3;660;637;-23;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB115;Tjuvkil;;1 293;1 372;79;337;306;-31;384;448;64;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB117;Ödsmål och Åsebyberg;;302;316;14;81;86;5;373;369;-4;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB118;Rörtången och Ödsmåls mosse;;446;434;-12;129;138;9;346;315;-31;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB119;Aröd och Timmervik;;926;936;10;275;278;3;336;337;1;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB123;Lycke och Bremnäs;;205;219;14;90;93;3;228;236;8;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB130;Löstorp (preliminär);1;;209;;;79;0;;266;0;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB133;Hålta och Vävra;;203;200;-3;62;65;3;327;306;-21;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TC106;Kungälv;;26 960;28 912;1 952;1 539;1 779;240;1 752;1 625;-127;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TB101;Brastad;;1 972;1 947;-25;353;368;15;559;529;-30;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TB103;Fiskebäckskil;;248;252;4;72;74;2;344;339;-5;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TB104;Grundsund;;637;616;-21;142;152;10;450;405;-45;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TB109;Häggval (preliminär);1;;207;;;127;0;;163;0;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TB116;Rixö och Ryk;;236;247;11;112;178;66;212;139;-73;;;;;;;;;
14;Västra Götaland;1484;Lysekil;1484TC105;Lysekil;;7 728;7 340;-388;482;494;12;1 603;1 487;-116;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB101;Ammenäs;;630;617;-13;149;151;2;424;410;-14;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB102;Fagerhult;;456;480;24;110;132;22;416;363;-53;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB104;Hogstorp;;396;385;-11;63;65;2;630;597;-33;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB105;Kurveröd;;1 405;1 343;-62;67;69;2;2 091;1 940;-151;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB106;Lanesund och Överby;;643;923;280;114;193;79;563;479;-84;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB107;Ljungskile;;4 039;4 026;-13;402;422;20;1 004;954;-50;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB108;Strandskogen, Restenäs och Ulvesund;;466;479;13;229;232;3;204;207;3;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB109;Smedseröd;;326;364;38;31;39;8;1 037;922;-115;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB112;Sjöskogen och Strand;;476;604;128;165;215;50;289;281;-8;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB113;Kristevik och Sundsandvik;;479;421;-58;175;160;-15;274;263;-11;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB114;Utby;;429;531;102;79;97;18;544;546;2;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB115;Sundsstrand;;450;747;297;40;46;6;1 130;1 636;506;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TB117;Berg (preliminär);1;;259;;;94;0;;276;0;;;;;;;;;
14;Västra Götaland;1485;Uddevalla;1485TC111;Uddevalla;;35 916;35 639;-277;1 985;2 034;49;1 809;1 752;-57;;;;;;;;;
14;Västra Götaland;1486;Strömstad;1486TB101;Kebal;;380;409;29;211;219;8;180;186;6;;;;;;;;;
14;Västra Götaland;1486;Strömstad;1486TB102;Skee;;782;774;-8;92;115;23;853;670;-183;;;;;;;;;
14;Västra Götaland;1486;Strömstad;1486TB115;Rossö;;205;247;42;151;216;65;136;114;-22;;;;;;;;;
14;Västra Götaland;1486;Strömstad;1486TC103;Strömstad;;7 470;7 836;366;458;508;50;1 632;1 544;-88;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TB101;Katrinedal;1;;374;;;46;0;;807;0;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TB102;Brålanda;;1 538;1 461;-77;190;191;1;811;764;-47;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TB103;Frändefors;;631;605;-26;104;105;1;608;578;-30;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TB104;Nordkroken;;450;457;7;72;72;0;629;635;6;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TB105;Vargön;;5 003;4 942;-61;406;415;9;1 233;1 191;-42;;;;;;;;;
14;Västra Götaland;1487;Vänersborg;1487TC106;Vänersborg;;24 558;24 731;173;1 229;1 249;20;1 999;1 980;-19;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TB102;Sjuntorp;;2 162;2 218;56;285;296;11;759;749;-10;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TB103;Velanda;;822;835;13;113;115;2;725;727;2;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TB106;Upphärad;;552;562;10;76;76;0;722;739;17;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TB107;Väne-Åsaka;;373;388;15;61;62;1;613;624;11;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TB112;Sjölanda (preliminär);1;;301;;;98;0;;308;0;;;;;;;;;
14;Västra Götaland;1488;Trollhättan;1488TC105;Trollhättan;;50 502;50 069;-433;2 619;2 778;159;1 928;1 802;-126;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB102;Långared;;281;289;8;121;142;21;232;204;-28;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB103;Magra;;205;204;-1;67;74;7;306;274;-32;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB105;Färgens östra strand;;302;323;21;133;145;12;228;223;-5;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB107;Gräfsnäs;;399;417;18;93;100;7;430;418;-12;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB108;Hjälmared;;330;333;3;50;51;1;662;649;-13;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB109;Ingared;;2 414;3 099;685;327;481;154;738;644;-94;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB111;Sollebrunn;;1 523;1 400;-123;195;186;-9;782;754;-28;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB112;Stora Mellby;;364;363;-1;73;76;3;498;480;-18;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TB113;Västerbodarna;;1 374;1 392;18;316;316;0;434;441;7;;;;;;;;;
14;Västra Götaland;1489;Alingsås;1489TC106;Alingsås;;27 433;27 895;462;1 419;1 441;22;1 933;1 936;3;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB101;Funningen och Bosnäs (preliminär);;468;664;196;100;181;81;468;367;-101;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB102;Aplared;;432;431;-1;64;65;1;670;665;-5;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB103;Borgstena;;423;434;11;109;107;-2;388;406;18;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB105;Bredared;;379;355;-24;86;89;3;441;397;-44;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB106;Dalsjöfors;;3 892;3 915;23;369;397;28;1 054;986;-68;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB107;Dannike;;444;425;-19;77;79;2;577;539;-38;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB108;Fristad;;5 834;6 189;355;765;796;31;762;778;16;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB110;Gånghester och Målsryd;;2 511;2 558;47;281;318;37;893;805;-88;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB111;Hedared;;349;356;7;82;87;5;424;407;-17;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB112;Kinnarumma;;381;394;13;73;78;5;524;505;-19;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB114;Rydboholm;;985;966;-19;116;117;1;850;823;-27;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB115;Rångedala;;421;452;31;102;116;14;412;388;-24;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB116;Sjömarken och Viared;;3 830;3 855;25;802;845;43;478;456;-22;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB117;Sandhult;;586;703;117;67;107;40;879;656;-223;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB120;Viskafors;;3 684;2 787;-897;403;296;-107;913;941;28;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB121;Äspered;;314;330;16;63;60;-3;498;548;50;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB137;Svaneholm (preliminär);1;;1 046;;;124;0;;844;0;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TB158;Sandared;;3 398;3 640;242;287;400;113;1 183;909;-274;;;;;;;;;
14;Västra Götaland;1490;Borås;1490TC104;Borås;;74 042;75 565;1 523;2 946;3 211;265;2 514;2 354;-160;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB101;Blidsberg;;561;536;-25;111;114;3;505;468;-37;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB102;Dalum;;692;642;-50;78;78;0;890;825;-65;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB103;Gällstad;;597;601;4;94;96;2;637;628;-9;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB104;Hulu;;249;255;6;63;64;1;393;397;4;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB105;Hökerum;;650;726;76;86;98;12;757;737;-20;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB106;Marbäck;;510;523;13;70;73;3;729;717;-12;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB107;Nitta;;361;336;-25;51;51;0;706;661;-45;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB108;Rånnaväg;;336;378;42;52;74;22;644;511;-133;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB109;Timmele;;772;785;13;139;139;0;556;564;8;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB110;Trädet;;279;260;-19;67;69;2;417;375;-42;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TB112;Vegby;;597;611;14;97;95;-2;614;642;28;;;;;;;;;
14;Västra Götaland;1491;Ulricehamn;1491TC111;Ulricehamn;;11 410;11 794;384;771;785;14;1 480;1 502;22;;;;;;;;;
14;Västra Götaland;1492;Åmål;1492TB101;Fengersfors;;303;336;33;78;102;24;388;331;-57;;;;;;;;;
14;Västra Götaland;1492;Åmål;1492TB102;Tösse;;327;319;-8;60;60;0;547;529;-18;;;;;;;;;
14;Västra Götaland;1492;Åmål;1492TC103;Åmål;;9 299;8 954;-345;777;782;5;1 196;1 145;-51;;;;;;;;;
14;Västra Götaland;1493;Mariestad;1493TB101;Lugnås;;608;613;5;110;112;2;554;549;-5;;;;;;;;;
14;Västra Götaland;1493;Mariestad;1493TB102;Lyrestad;;489;468;-21;70;71;1;697;659;-38;;;;;;;;;
14;Västra Götaland;1493;Mariestad;1493TB104;Sjötorp;;411;420;9;93;93;0;444;452;8;;;;;;;;;
14;Västra Götaland;1493;Mariestad;1493TB105;Ullervad;;877;859;-18;124;123;-1;709;700;-9;;;;;;;;;
14;Västra Götaland;1493;Mariestad;1493TC103;Mariestad;;16 632;16 750;118;1 200;1 281;81;1 386;1 307;-79;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB101;Lidköping norra;;4 370;4 528;158;443;464;21;986;975;-11;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB102;Filsbäck;;667;679;12;105;106;1;634;642;8;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB103;Järpås;;790;777;-13;107;109;2;740;713;-27;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB106;Saleby;;224;221;-3;49;50;1;453;446;-7;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB109;Vinninga;;1 070;1 063;-7;120;124;4;895;858;-37;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB110;Örslösa;;321;348;27;60;65;5;533;537;4;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TB127;Mellby;;210;214;4;62;63;1;338;338;0;;;;;;;;;
14;Västra Götaland;1494;Lidköping;1494TC104;Lidköping;;23 656;23 585;-71;1 307;1 352;45;1 809;1 745;-64;;;;;;;;;
14;Västra Götaland;1495;Skara;1495TB101;Ardala;;689;700;11;65;66;1;1 063;1 058;-5;;;;;;;;;
14;Västra Götaland;1495;Skara;1495TB102;Axvall;;1 130;1 121;-9;116;126;10;976;892;-84;;;;;;;;;
14;Västra Götaland;1495;Skara;1495TB103;Eggby;;222;218;-4;47;49;2;470;440;-30;;;;;;;;;
14;Västra Götaland;1495;Skara;1495TB105;Varnhem;;667;700;33;71;72;1;941;978;37;;;;;;;;;
14;Västra Götaland;1495;Skara;1495TC104;Skara;;11 549;11 475;-74;829;840;11;1 393;1 366;-27;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB101;Igelstorp;;666;675;9;77;77;0;861;874;13;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB102;Lerdala;;540;539;-1;141;154;13;383;351;-32;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB103;Skultorp;;3 875;3 895;20;309;316;7;1 253;1 233;-20;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB105;Stöpen;;1 452;1 505;53;115;125;10;1 267;1 207;-60;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB106;Tidan;;986;1 000;14;144;145;1;684;689;5;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB107;Timmersdala;;943;955;12;120;125;5;788;767;-21;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB108;Ulvåker;;262;260;-2;43;42;-1;613;622;9;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB109;Väring;;651;669;18;125;129;4;519;519;0;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TB110;Värsås;;573;582;9;77;78;1;748;742;-6;;;;;;;;;
14;Västra Götaland;1496;Skövde;1496TC104;Skövde;;39 580;40 422;842;2 325;2 394;69;1 702;1 689;-13;;;;;;;;;
14;Västra Götaland;1497;Hjo;1497TB103;Korsberga;;210;227;17;54;57;3;387;399;12;;;;;;;;;
14;Västra Götaland;1497;Hjo;1497TC102;Hjo;;6 357;6 427;70;509;545;36;1 249;1 180;-69;;;;;;;;;
14;Västra Götaland;1498;Tidaholm;1498TB101;Ekedalen;;483;456;-27;72;72;0;667;629;-38;;;;;;;;;
14;Västra Götaland;1498;Tidaholm;1498TB103;Madängsholm;;397;411;14;64;71;7;616;576;-40;;;;;;;;;
14;Västra Götaland;1498;Tidaholm;1498TC104;Tidaholm;;8 146;8 285;139;625;666;41;1 304;1 243;-61;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB102;Floby;;1 593;1 548;-45;222;223;1;717;693;-24;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB103;Gudhem;;434;427;-7;42;44;2;1 035;980;-55;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB104;Kinnarp;;963;949;-14;147;151;4;655;630;-25;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB105;Kättilstorp;;238;216;-22;53;55;2;449;389;-60;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB106;Odensberg;;291;296;5;44;45;1;658;657;-1;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB107;Stenstorp;;1 794;1 823;29;177;182;5;1 013;1 002;-11;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB108;Torbjörntorp;;457;441;-16;91;111;20;503;397;-106;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB109;Vartofta;;532;514;-18;71;71;0;744;726;-18;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TB110;Åsarp;;607;583;-24;104;104;0;586;563;-23;;;;;;;;;
14;Västra Götaland;1499;Falköping;1499TC101;Falköping;;17 939;17 924;-15;946;1 046;100;1 896;1 713;-183;;;;;;;;;
17;Värmland;1715;Kil;1715TB101;Fagerås;;455;449;-6;72;69;-3;635;646;11;;;;;;;;;
17;Värmland;1715;Kil;1715TB103;Högboda;;267;277;10;71;73;2;377;382;5;;;;;;;;;
17;Värmland;1715;Kil;1715TC102;Kil;;7 836;8 381;545;830;895;65;944;936;-8;;;;;;;;;
17;Värmland;1730;Eda;1730TB102;Eda Glasbruk;;226;216;-10;99;99;0;229;219;-10;;;;;;;;;
17;Värmland;1730;Eda;1730TB103;Koppom;;683;678;-5;279;304;25;245;223;-22;;;;;;;;;
17;Värmland;1730;Eda;1730TB104;Åmotfors;;1 366;1 388;22;210;217;7;652;639;-13;;;;;;;;;
17;Värmland;1730;Eda;1730TC101;Charlottenberg;;2 523;2 503;-20;309;323;14;816;775;-41;;;;;;;;;
17;Värmland;1737;Torsby;1737TB104;Oleby;;353;358;5;126;147;21;279;244;-35;;;;;;;;;
17;Värmland;1737;Torsby;1737TB106;Sysslebäck;;428;402;-26;176;185;9;244;217;-27;;;;;;;;;
17;Värmland;1737;Torsby;1737TC107;Torsby;;4 440;4 446;6;725;724;-1;613;614;1;;;;;;;;;
17;Värmland;1760;Storfors;1760TB101;Kyrksten;;263;234;-29;32;33;1;829;718;-111;;;;;;;;;
17;Värmland;1760;Storfors;1760TC102;Storfors;;2 066;1 904;-162;294;296;2;704;644;-60;;;;;;;;;
17;Värmland;1761;Hammarö;1761TB101;Rud;;691;752;61;211;226;15;328;333;5;;;;;;;;;
17;Värmland;1761;Hammarö;1761TB103;Tye;;335;392;57;102;99;-3;329;395;66;;;;;;;;;
17;Värmland;1761;Hammarö;1761TB104;Vidöåsen;;290;286;-4;26;27;1;1 133;1 079;-54;;;;;;;;;
17;Värmland;1761;Hammarö;1761TC102;Skoghall;;14 489;14 610;121;1 262;1 284;22;1 148;1 138;-10;;;;;;;;;
17;Värmland;1762;Munkfors;1762TC101;Munkfors;;2 916;2 841;-75;623;649;26;468;438;-30;;;;;;;;;
17;Värmland;1763;Forshaga;1763TB101;Deje;;2 705;2 717;12;317;322;5;852;843;-9;;;;;;;;;
17;Värmland;1763;Forshaga;1763TB102;Dyvelsten;;251;271;20;47;50;3;536;545;9;;;;;;;;;
17;Värmland;1763;Forshaga;1763TC103;Forshaga;;6 448;6 433;-15;549;559;10;1 173;1 151;-22;;;;;;;;;
17;Värmland;1764;Grums;1764TB103;Segmon;;427;426;-1;85;87;2;503;491;-12;;;;;;;;;
17;Värmland;1764;Grums;1764TB104;Slottsbron;;1 074;1 068;-6;142;144;2;755;744;-11;;;;;;;;;
17;Värmland;1764;Grums;1764TC102;Grums;;5 037;4 975;-62;524;528;4;962;941;-21;;;;;;;;;
17;Värmland;1765;Årjäng;1765TB102;Töcksfors;;1 284;1 292;8;245;249;4;525;518;-7;;;;;;;;;
17;Värmland;1765;Årjäng;1765TC103;Årjäng;;3 417;3 328;-89;465;462;-3;735;720;-15;;;;;;;;;
17;Värmland;1766;Sunne;1766TB101;Lysvik;;331;331;0;90;91;1;367;364;-3;;;;;;;;;
17;Värmland;1766;Sunne;1766TB102;Rottneros;;400;393;-7;135;132;-3;296;297;1;;;;;;;;;
17;Värmland;1766;Sunne;1766TB104;Uddheden;;286;260;-26;77;77;0;374;337;-37;;;;;;;;;
17;Värmland;1766;Sunne;1766TB105;Västra Ämtervik;;375;363;-12;117;143;26;321;254;-67;;;;;;;;;
17;Värmland;1766;Sunne;1766TC103;Sunne;;5 113;5 138;25;543;562;19;942;914;-28;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB101;Alster;;791;822;31;143;146;3;554;561;7;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB104;Edsvalla;;724;701;-23;91;93;2;795;754;-41;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB105;Edsvalla Övre bruket;;245;230;-15;32;33;1;757;691;-66;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB107;Molkom;;1 908;1 887;-21;276;294;18;692;641;-51;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB108;Norsbron;;205;208;3;52;50;-2;391;414;23;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB109;Älvåker och Råtorp;;3 267;3 144;-123;126;138;12;2 596;2 272;-324;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB110;Skattkärr;;1 961;1 960;-1;171;172;1;1 146;1 140;-6;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB111;Skåre;;5 441;5 415;-26;418;426;8;1 302;1 270;-32;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB112;Vallargärdet;;591;580;-11;127;126;-1;466;459;-7;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB113;Vålberg;;2 812;2 764;-48;308;356;48;914;776;-138;;;;;;;;;
17;Värmland;1780;Karlstad;1780TB114;Väse;;539;566;27;71;84;13;757;671;-86;;;;;;;;;
17;Värmland;1780;Karlstad;1780TC106;Karlstad;;67 122;69 615;2 493;3 043;3 144;101;2 206;2 214;8;;;;;;;;;
17;Värmland;1781;Kristinehamn;1781TB101;Björneborg;;1 101;1 045;-56;146;148;2;754;706;-48;;;;;;;;;
17;Värmland;1781;Kristinehamn;1781TB102;Bäckhammar;;312;281;-31;81;81;0;387;347;-40;;;;;;;;;
17;Värmland;1781;Kristinehamn;1781TB105;Ölme;;205;205;0;40;39;-1;512;532;20;;;;;;;;;
17;Värmland;1781;Kristinehamn;1781TC103;Kristinehamn;;18 597;18 358;-239;1 429;1 556;127;1 301;1 180;-121;;;;;;;;;
17;Värmland;1782;Filipstad;1782TB102;Lesjöfors;;736;713;-23;178;175;-3;414;407;-7;;;;;;;;;
17;Värmland;1782;Filipstad;1782TB104;Nykroppa;;725;648;-77;193;189;-4;376;342;-34;;;;;;;;;
17;Värmland;1782;Filipstad;1782TC101;Filipstad;;6 248;5 970;-278;597;603;6;1 046;991;-55;;;;;;;;;
17;Värmland;1783;Hagfors;1783TB103;Geijersholm;;203;213;10;31;31;0;661;677;16;;;;;;;;;
17;Värmland;1783;Hagfors;1783TB105;Ekshärad;;949;955;6;160;155;-5;591;615;24;;;;;;;;;
17;Värmland;1783;Hagfors;1783TB107;Råda;;438;339;-99;104;75;-29;420;452;32;;;;;;;;;
17;Värmland;1783;Hagfors;1783TB108;Sunnemo;;289;288;-1;106;106;0;272;271;-1;;;;;;;;;
17;Värmland;1783;Hagfors;1783TB109;Uddeholm;;592;563;-29;145;145;0;408;388;-20;;;;;;;;;
17;Värmland;1783;Hagfors;1783TC104;Hagfors;;4 736;4 731;-5;634;656;22;747;722;-25;;;;;;;;;
17;Värmland;1784;Arvika;1784TB102;Edane;;671;672;1;214;220;6;313;305;-8;;;;;;;;;
17;Värmland;1784;Arvika;1784TB104;Gunnarskog;;264;279;15;74;90;16;357;311;-46;;;;;;;;;
17;Värmland;1784;Arvika;1784TB105;Jössefors;;715;695;-20;127;134;7;564;519;-45;;;;;;;;;
17;Värmland;1784;Arvika;1784TB106;Klässbol;;309;304;-5;99;100;1;313;304;-9;;;;;;;;;
17;Värmland;1784;Arvika;1784TB108;Sulvik;;376;377;1;125;120;-5;301;315;14;;;;;;;;;
17;Värmland;1784;Arvika;1784TC101;Arvika;;14 383;14 186;-197;1 183;1 233;50;1 215;1 151;-64;;;;;;;;;
17;Värmland;1785;Säffle;1785TB102;Svanskog;;472;454;-18;136;137;1;346;331;-15;;;;;;;;;
17;Värmland;1785;Säffle;1785TB104;Värmlandsbro;;285;277;-8;22;22;0;1 308;1 270;-38;;;;;;;;;
17;Värmland;1785;Säffle;1785TC103;Säffle;;9 241;8 823;-418;821;833;12;1 125;1 059;-66;;;;;;;;;
18;Örebro;1814;Lekeberg;1814TB102;Gropen;;283;270;-13;114;115;1;247;236;-11;;;;;;;;;
18;Örebro;1814;Lekeberg;1814TB104;Mullhyttan;;533;561;28;174;177;3;306;317;11;;;;;;;;;
18;Örebro;1814;Lekeberg;1814TB105;Vintrosa;;2 994;3 156;162;468;481;13;640;656;16;;;;;;;;;
18;Örebro;1814;Lekeberg;1814TC101;Fjugesta;;2 422;2 381;-41;233;242;9;1 038;985;-53;;;;;;;;;
18;Örebro;1860;Laxå;1860TB101;Finnerödja;;523;517;-6;110;111;1;474;466;-8;;;;;;;;;
18;Örebro;1860;Laxå;1860TB102;Hasselfors;;395;379;-16;94;124;30;421;306;-115;;;;;;;;;
18;Örebro;1860;Laxå;1860TC103;Laxå;;3 203;3 161;-42;432;445;13;741;711;-30;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TB102;Hjortkvarn;;239;220;-19;90;95;5;265;231;-34;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TB103;Pålsboda;;1 643;1 610;-33;158;163;5;1 039;988;-51;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TB104;Sköllersta;;1 105;1 112;7;179;183;4;617;608;-9;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TB105;Vretstorp;;898;941;43;157;201;44;573;467;-106;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TB106;Östansjö;;833;831;-2;148;147;-1;562;566;4;;;;;;;;;
18;Örebro;1861;Hallsberg;1861TC101;Hallsberg;;8 525;8 321;-204;1 007;975;-32;846;854;8;;;;;;;;;
18;Örebro;1862;Degerfors;1862TB102;Svartå;;468;439;-29;89;90;1;525;489;-36;;;;;;;;;
18;Örebro;1862;Degerfors;1862TC101;Degerfors;;7 281;7 047;-234;735;809;74;991;872;-119;;;;;;;;;
18;Örebro;1863;Hällefors;1863TB101;Grythyttan;;805;801;-4;140;144;4;576;557;-19;;;;;;;;;
18;Örebro;1863;Hällefors;1863TC103;Hällefors;;4 459;4 124;-335;520;529;9;858;780;-78;;;;;;;;;
